review,rating
"ini aplikasi bener-bener deh! coba dong toko-tokonya di cek/saring, untuk kesekian kalinya saya belanja disini mengecewakan! ga jelas! tanya seller tentang pesanan tidak ada respon sama sekali , bahkan saya chat berulang tetap tidak di respon cuma di baca doang 👎 kalo mau promo yg jelas kenapa sih di toko-tokonya, selalu kaya gini dapat barang harga murah tapi tidak dikirim, ujung-ujungnya di batalkan sistem... saya selaku konsumen disini merasa ga nyaman banget belanja respon buruk begini!",1
"bisa di perbaiki bug penilaian untuk barang , sering muncul lagi padahal sudah di beri penilaian dan yg lebih parah pembayaran langsung di tokopedia kenapa lama sekali mengkonfirm pembayaran sering terbatal sendiri gara2 tidak di konfirm",1
"mhn info, kira2 sdh 2 minggu ini, setiap kali bertanya ke penjual ttg deskripsi barang, melalui menu ""tanya didiskusi"" di bawah deskripsi brg, selalu muncul ""koneksi internetmu tertanggu"". ini bukan hanya untuk bertanya saja, tp termasuk untuk memberi ulasan akan transaksi yg sdh selesai. mengingat ada transaksi yg tdk bisa saya beri ulasan. mohon penjelasan? terima kasih.",1
"tokopedia care tidak ada care''nya,chat cs gak ada respon padahal mau laporan kalau nomer yg terdaftar ditokopedia telah diganti orang sedangkan saya tidak merasa mengganti,beda banget sama sebelah yg cs'nya selalu merespon keluhan pengguna",1
KEREN ...!!,5
bagusan sangat berguna,5
bagus pokoke,5
good,4
"aplikasi toped sering error di ponsel Infinix hot 50pro plus .....sering crash sendiri mohon untuk di tindak lanjuti .....Knapa keranjang sekarang di batasi 20... Jadi cari"" lagi...... Gratis ongkir nya sekarang koq sama jumlah silver - diamond",3
Kualitas barang baguss 👍,5
mantappp euyy aplikasi ini... sangat memudahkan,5
tempat belanja menyenangkan,5
3 aja dlu,3
"Begitu susahnya memasukkan barang pilihan ke keranjang, error terus tanpa ada upaya perbaikan, udah berminggu² masih aja",2
pengirimannya lama banget sumpahhh sumpah,1
bagus,5
the best,5
good,5
saya menjual barang dan buka toko di Tokopedia. dan bermasalah dari pembeli. tpu lemot bagt penanganan nya sudah satu Minggu di gantung tanpa kejelasn,1
FLASHSALE GIMMICK,1
"mantap bro, gitu dong cepat",5
"Banyak penjual yang gak respon / banyak toko yang tidak aktif. Saya udah 3x terbatalkan sistem gara2 toko gak aktif. Seharusnya ada notif di shopee misal penjual gak aktif lama. Trus kalau pengajuan pembatalan harus nunggu respon sellernya kan jadi lama. Jelek banget dah , udah muak gara2 selalu dibatalkan sistem.",1
beberapa hari lalu belanja dibatalkan system tapi uang refund TDK utuh kepotong biaya layanan dan admin sangat merugikan sekali bikin kapok blanja di ijo mending dioren puas,1
merugikan sekali bberapa hari lalu pesanan dibatalkan system uang refund kembali tdk utuh kepotong biaya admin sama layanan bikin kapok belanja diijo mending dioren dijamin puas,1
"Refund di tokped adalah Refund paling BURUK yang pernah saya alami. Tidak langsung kembali ke sumber pembayaran tapi masuk ""Saldo Refund"", penarikan minimal 50.000 dan masih terpotong untuk biaya admin 2.900 menurut saya ini amat sangat merugikan customer, sudah rugi waktu karna barang terbatalkan, masih rugi uang karna saldo tidak kembali semestinya.",1
"nyambung ke CFS aja lama bgt,30mnt+ blm terhubung,beda jauh sama shopee yg gercep gk sampai bermenit-menit",1
"Gak Nyangka ditokopedia sekarang banyak penjual yg nipu,",1
top,5
"ketika ada problem soal paket. tokopedia tidak menyediakan ruang untuk minta bantuan untuk follow up ke kurir. tokped hanya menyediakan robot dengan jawaban yg template. kami ini konsumen. tanpa kami, kalian tidak bisa menggaji karyawan. berikan kami pelayanan yg baik. ngerti!! Jangan sediakan kurir rekomendasi jika kurir tersebut bermasalah. lebih baik sy bayar ongkir tapi cepat sampai, daripada gratis ongkir, tapi lambat. bubarkan saja tokopedia!!",1
bagus si tapi 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️,5
"Makin kesini makin memberatkan para seller, fee naik terus ditambah pencairan sekarang 6 hari apabila pembeli tidak mengconfrim belanjaannya.. Saya KECEWA dgn tokped yg sekarang",1
masukan aja buat aplikasi ini. untuk toko yang sudah tidak aktif berjualan. mending langsung dibanned aja. bikin rugi waktu orang ajja. hadehh. udah bayar ga ada respon dari penjual. dan nunggu auto batal. parah.,2
sangat bagus,5
"login nya udah jauh lebih gampang cuma jadi lebih lelet dari yang fersi dulu, 30% screentime di aplikasi ini cuma untuk nunggu loading konten dan endingnya malah aplikasi tidak menanggapi, terutama saat ingin memasukan barang ke keranjang sub menu untuk opsi prodak sering muncul dua kali dan tumpang tindih. dan lagi mayoritas topers juga to the point belanjanya jadi kayanya mendingan mesen barang di tokped via aplikasi browser aja sekalian daripada wasting time di aplikasinya.",3
aplikasi busuk. penjualnya jg. tidak ada penertipan toko dari Tokopedia.,1
boleh la,4
toko pedia skrng gak kayak dulu lagi . sellernya ada yg ngeselin . di ordert barang di proses. tp gak di kirim kirim . nunggu batal otomatis kadang lama . ada yg SMPK 10 HR. tolong toped . pilih pilih seller ya . biar konsumen tidak kecewa .,5
"pesanan seminggu lebih di proses,giliran ajukan batal nunggu seller gak di konfirmasi,nunggu batal otomatis udah masuk tenggat waktu tapi dana tetep gak kembali.",2
"pantesan tokped sepi dan katanya hampir bangkrut, pelayanan nya lama dan ribet saldo penjual aja dtahan2 proses lama banget narik aja gak langsung cair nunggu 1hari gak kaya aplikasi oren yg kalo narik itu langsung masuk cuma dlm bberapa menit,,, sgala hal lambat mau narik saldo penjual lambat, mau proses refund lambat semua lambat, gimana seller mau betah jualan dtokped klo duitnya aja lama muternya karna duit dtahan2 lama kalo mau narik",1
harapan setiap belanja sesuai pesanan mudah mudahan Aamiin,5
"saya sudah lama menggunakan Tokopedia, tapi hari ini saldo refund saya hilang, setelah saya lihat transaksi digunakan untuk bayar topup tagihan, yang mana tanpa sepengetahuan saya,, kejadian 5 menit setelah saldo refound masuk,, tolong dong Tokopedia penjelasannya, sdh ke tokopedia care tapi ngak ada respon",1
"tolong perbaiki kenyamanan pengguna...!!! baru juga cekout..tiba"" toko tutup permanen karna dicurigai indikasi penipuan. harusnya bisa dibatalkan sepihak oleh pembeli,gusah nunggu keputusan penjual...",1
Tolong Fitur Hapus Chat Diadakan lagi supaya tidak Numpuk Chat Dengan toko yang sudah selesai 🗿🗿,1
"Dulu tokped gak gini amat, padahal aku sdh lama pakai aplikasi ini buat belanja online. Sekarang makin jelek, paket di oper kesana kemari sampai di luar batas estimasi, mau komplain tidak bisa. Mungkin setelah ini, mau ganti aplikasi yg lain. Semoga sadar!",2
mantap,5
ok,5
"Ada kendala saat ingin memberikan bintang 5. mohon maaf para seller, bukan saya tidak mau memberikan bintang 5, karena dari sistem aplikasinya tidak bisa",5
"pembayaran ga ribet.. pengaduan orang penipuan cepet responnya.. aman, tentram, dan jelas sistemnya.. baik dari si produk maupun toko",5
bintang dua dulu bsk kl bnyak diskonnya tambah lagi.. hari ini 9/4/25 saya tambah bintangnya. mudah mudahan makin banyak pelanggannya,3
"Setiap kendala yang terjadi pada seller selalu saja buyer yang dirugikan, untuk membatalkan pesanan sangat sangat sangat tidak solutif !!! .... yang pasti kritik dan saran dari pengguna yang banyak di keluhkan sama sekali tidak di respon apalagi berbenah diri untuk lebih baik !!!",1
semoga aplikasi belanja ini terus berkembang.,5
ONGKIR LEBIH MAHAL DI SHOPE ONGKIR 100 DI TOKO PEDIA ONGKIR 600 beda udah brpa produk aku bandingkan dengan toko yg sama produk sama tapi makan di ongkir,1
"diluar pulau Jawa ongkirnya mahal sekali, yatuhann, beli barang 5000 ongkirnya 60k 😭, beli pulpen 1 biji ongkirnya Kaya beli 20.",3
coba dulu,2
"jelek bangeet, bener bener jeleeeek. masa iya sih tiap tiap mau masuk harus upgrade terus. udah 3x loh disuruh upgrade terus",1
"komplen nya susah ,penjual nya kusut kusut",1
"Jangan sampai ada toko palsu, buang saja akun toko yang tidak bertanggungjawab",5
"Ayolah min, masa paket gua udah 8 hari kaga sampe sampe?, muter muter mulu di ekspedisinya, sumpah ini lama banget min, katanya bakalan di kirim, tau taunya di simpen di gudang, gitu aja mulu min, saya mau ngadoin orang jadi telat mulu gara gara jasa ekspedisi lu",1
biar bintang yg berbicara ♥️,5
respon nya lambat ketika ada masalah.,1
mencoba dulu berbelanja di aplikasi hijau soalnya belum pernah sama sekali☺️,5
"Terimakasih Tokopedia yang selalu menjadi favorit semua orang untuk berbelanja online, semoga Tokopedia kedepannya makin jaya dan sukses.",5
bagus banget,5
"CS LIVE CHAT SUPER KEONG, CASHBACK YG DIDAPATKAN JADI BONUS YG HANYA BISA DIBLANJAKAN KEMBALI 5%NYA dari total blanja, dan jika tidak dibelanjakan HANGUS, kembalikan Cashback gopay coin dan bisa dibelanjakan seluruh coin cashbacknya.",1
"aplikasi gak jelas, ribet pula lagi.",1
Amazing,5
"ada bug bagian penilaian bintang, disitu saya udah kasih Binta mereview barang setelah di konfirmasi masih ada tampilan belum kasih ulasan tapi pas di isi gabisa, moga diperbaiki bug nya",4
"banyak diskon,, sukaaa",5
aplikasi penipu tadi sebelum di co harganya 173k pas di proses jadi 226k klo mau bikin aplikasi jangan nipu gitu nyusahin orang aja,1
keren banget dah,5
"Tokopedia pelihara akun toko penipu kirain lazada aja bnyak toko penipu nya,,kembalikan dana saya klw sampe dana saya ga kembali sya bakal share ke FB dll jangan ada yg belanja LG di Tokopedia,bakal sya viralin klw dana sya ga kembali,pesen minyak sunco yg dtng kaya kesing hp",1
"barang tidak sampai sampai sudah di komplain tidak ada respawn sama sekali, parah pelayanan buruk 👎👎👎",1
okeeee bgtt tp gsknya itu ps aku beli pkt lain yg dikirim hal yg aneh²,4
"baru pake Tokopedia langsung kecewa berat barang lama dikirim beda sama apk sebelah ga nyampe seminggu barang sudah sampai,cuma konten tiktok doang yg diurusin pelayanan buruk,mending pake apk oren dah walaupun agak berat, rating buat tokped 2/10",1
shake shake gajelas keluar Mulu,1
"bangke emg, tokopedia gudang logos pondok ungu, mau pickup barang tutup istirahat mulu",1
mudah mendapatkan barang loakan....😀🤔🤭,3
"Aplikasinya sangat bagus, namun aku kasih bintang 3 dulu karena selalu terjadi ada-nya bug saat sudah menerima paketnya yaitu saat mengulas dan komplain. Pada saat mengulas, semua berjalan dengan baik dan bisa dikirim, namun sesudah itu, adanya error sehingga terjadi harus mengulas lagi padahal sebenarnya sudah. Pada saat komplain, adanya bug/error untuk memasukkan foto/video sehingga itu dapat menggangu aku kalau misalkan untuk kasih bukti komplain barang yang tidak sesuai. Tolong dipahami ya.",3
"suka sih,tapi kenapa enggak ada pembayaran yang cod😭",4
"makin ancur aja, pajak makin gede pelayanan absurd",1
Pelayanan sangat buruk,1
"aplikasi ga jelas, barang ga sampai, tapi saldo ga dibalikin!!!! jauh jauh jangan belanja pake aplikasi ini !!!",1
hai tokopedia. saya menumukan bug dalam pencarian. ketika saya menulis C++ yang tampil hanyalah C aja. tidak ada ++ nya.. dan sistem mengarahkan ke kabel data bukan ke buku. itu saja yang dapat saya sampaikan. semoga bug tersebut segera diperbaiki. terimakasih,5
ok,5
bArang sesuai harga,5
harga jauh mahal dibandingkan di shopee,3
"mantep banget dapet diskon pas udah co kok paketnya udah seminggu belum sampe terus tiba tiba direturn aneh banget kalau gak niat kasih diskon dari awal mah gak usah dianter sekalian,kulihat kok bisa bisanya ""paket sedang diantar kurir"" terus ""paket disimpan digudang"" gitu terus sampe 4 hari gak kelar kelar ujung ujungnya di return mantap deh",2
CSnya gk membantu sekali,1
"Sebel ah udh brp kali beli di toped statusnya batal otomatis karena penjual ga kirim. Yg bikin sebel krn udh nunggu lama rugi wktu bbrp hari, trus vc yg dipake juga ga balik. Jd ga bs buat pesen ditempat lain. Pdhl kesalahan penjual. Harusnya pembeli diksh kompensasi kalo brg ga dikirim. Minimal vc bs dipake lg.",2
emngg udah bagus sih tapi aku harap nanti lebih banyak diskon lagii ya 😃,5
top,5
"min adain fitur hapus chat lah,malu saya kalo salah ketik gbisa dihapus",5
"baru aja transfer, eh transaksi batal katanya tidak memenuhi syarat, buang2 duit klo kayak gini, ongkir mahal pula",1
"This app is getting bloated with useless contents like recepies, celebrities news. Etc. Making the app another resource hogger. All we need is to conduct trading, be focused in that. Please simplify it, make it compact and responsive like it used to be! The sort button doesn't work as it supposed to so, sort from lowest to highest price, only resulting higher price shown first before the lower one. Deducting more star than previous testimony.",2
Jelek banget hubungi cs nya susah,1
mantap,4
banyak penjual nipu.beli barang nya apa dikirimnya nyleneh,1
mantap,5
"njir, baru pertama kali nyobain Tokopedia biasanya si Oren, ini mau ganti model pembayaran aja lama banget, aku pikir o karena pakai WiFi coba lagi pakai data ternyata sama aja, terus dana pengembalian dana ga bisa diambil kalau ngga 50rb, wth kenapa gitu aneh bgt sumpah, ga jelas",1
tolong kl bisa pembayan COD diverifikasi oleh pin pemilik akun menghindari pembelian cod oleh anak² / orang tidak bertanggung jawab,5
banyak pilihan barang...,5
Ga semua kartu pembayaran bisa di pakai,1
pertama x olshop ini sudah kecewa. lama di kirim berhari hari pas di batalin pake minta persetujuan penjual. hadeh. mestinya kalo dah lama g dkirim g perlu begitu. . .udah ketauan penjual ga niat kirim masihh aja begtu. . . kacauuu,1
"hati2 belanja disini tokopedia tidak mengembalikan dana saya krn kurir tidak mau antar ke alamat tujuan dan ketika saya chat dgn tokopedia care,tidak dilayani sama sekali.",1
Oke,5
pengiriman barang disini agak lama,4
mau beli ini itu boleh jg,5
"ulasan vidio tidak boleh lebih dari 30 detik, gambar tidak boleh lebih dari 10mb, halah ribet.. bikin males kasih penilaian, sistem jadul begini mau sampai kapan?",1
mantap,5
"Akun gopaylater di review lagi, berapa lama lagi gopaylater bisa digunakan kembali di tokopedia ini nih..",5
oke,5
"Salah satu aplikasi yang untuk hobi barangnya lengkap banget, cuma minusnya beberapa kota tidak melayani cod.(sekarang penilaian gw berubah jir, gw berharap semoga pihak Tokopedia bisa lebih care sama tim ekspedisi, karena paket gw udah lebih dari 2 Minggu belum sampai padahal itu pre-order 1 bulan dan ternyata penjualnya bisa mengirimkan lebih cepat, eh malah nyangkut di tim ekspedisi lebih dari 2 Minggu, yah semoga nanti datangnya nggak dalam keadaan rusak.)",4
"gak suka dengan kurir rekomendasi, selalu pindah ke Ekpedisi lain. setiap bulan harus update, tapi gada perbedaan yang dirasakan",4
bagus,4
Semakin jelek. Saya transaksi isi gopay dari sebuah mobile banking error samapi skrng uang saya belum balik2. waktu itu juga pembelian kuota data dari toped juga error toped gopay error di akun saya. 👎 syukur Alhamdulillah sudah berhasil. saya tambahkan jadi 4 bintang dari bintang 1,4
ini adalah Toko Pencuri saldo dana Dari Tiktok Shop,1
Tokopedia jual beli yang terbaik. terimakasih Tokopedia salam muachh.,5
sertakan promo ongkir yg lebih menarik,4
sangat baik,5
coba pertama kali toped overall dibawah shopee sangat jauh sekali terlebih system dan csnya super lemot dan SDM rendah,1
"mulai tgl 2 april 2025 uda diuninstal,... tiba2 paylater diblokir, tak pernah telat bayar walaupun hanya 1x, byr pakai virtual account pun susah ... lapor cs mutar2 gk jelas...",1
"transaksi saya cuma di proses, saya sudah sabar menunggu, orderan yg saya pesan itu penting, sistem tokped cuma bisa saran doank (Payah), udah ikut saran penjual sudah saya hubungin, dan saya minta pengajuan pembatalan, tapi tidak di respon sama sekali sama pihak penjual.. ini tidak adil, saya sudah sabar menunggu, tapi penjual semena-mena, dari tokped cuma bisa sabar ajah tunggu tanggal cancel otomatisnya saja.. bener² payah g ada langkah kooperatif atau tindakan tegas dr tokped nya..",2
"pengiriman sangat lama,,ongkir mahal... sangat jauh dengan aplikasi sebelah.....cukup sekali ini belanja ditoped,,makan hati..jasa pengiriman sangat buruk..",1
"TokopediaCare mana yg aktif,, mnta bantuan udah 2hari gk ada kejelasan/tindakan,,",2
bagus semua pokoknya,5
"Kenapa sekarang tokopedia tidak bisa pembayaran sekaligus, kalau saya mau order banyak pembayaran harus satu2 itu terlalu lama menurut saya..",1
"saya kecewa dengan adanya penarikan saldo tanpa ada transaksi apapun yang saya lakukan,tolong pengertiannya bagi pihak toko pedia",1
sangat membantu.,5
sangat membatu,5
"Barang tdk di kirim² status diproses berhari², mau di cancel syulittt lamaaaa, harus tunggu persetujuan penjual dimana penjual ga respon sama sekali atau nunggu batal otimatis... bikin kapok belanja ini...Beli instans harusnya 5 jam sampai, ini 3 hari belum sampai, minta di batalin susaahhh harus tunggu penjual respon...kapok asli",1
